Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Size and Fit (product.metafields.custom.size_and_fit),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / European Union,Price / European Union,Compare At Price / European Union,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
sneakers-slip-on-4,,,,,,,,,Black,,,8,,,,,ONRUNNING-3MF10071043BLACKBLACK-BLACK-8-7615537193656,999.989738902,shopify,deny,manual,138.11,,true,true,,,,,7615537193656,,,,,,,,,,,,,,,lb,,94.43,,,,,,,,,,
sneakers-slip-on-4,,,,,,,,,Black,,,8½,,,,,ONRUNNING-3MF10071043BLACKBLACK-BLACK-8-5-7615537193663,999.989738902,shopify,deny,manual,138.11,,true,true,,,,,7615537193663,,,,,,,,,,,,,,,lb,,94.43,,,,,,,,,,
sneakers-slip-on-4,,,,,,,,,Black,,,9,,,,,ONRUNNING-3MF10071043BLACKBLACK-BLACK-9-7615537193670,999.989738902,shopify,deny,manual,138.11,,true,true,,,,,7615537193670,,,,,,,,,,,,,,,lb,,94.43,,,,,,,,,,
sneakers-slip-on-4,,,,,,,,,Black,,,9½,,,,,ONRUNNING-3MF10071043BLACKBLACK-BLACK-9-5-7615537193687,999.989738902,shopify,deny,manual,138.11,,true,true,,,,,7615537193687,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---on_20running---3MF10071043BLACK_20BLACK_3_P.jpg?v=1771611446,lb,,94.43,,,,,,,,,,
sandals-3,Suede Buckle Slide Sandals,"<p>Crafted for effortless warm-weather ease, these beige suede slide sandals pair a refined double-buckle silhouette with a softly cushioned footbed. Finished with leather detailing and a streamlined profile, they bring understated polish to everyday looks.</p>
<ul>
  <li>Beige suede upper</li>
  <li>Leather composition</li>
  <li>Double buckle straps</li>
  <li>Slip-on style</li>
  <li>Contoured footbed</li>
  <li>Made in Spain</li>
</ul>
<br>
S10118501",Alohas,Apparel & Accessories > Shoes > Sandals,Sandals,"Alohas, Convictional, monostate-vietti, S10118501, Sandals, Shoes, Woman",false,Color,Beige,,Size,36,,,,,ALOHAS-S10118501-BEIGE-36-8445913313182,699.983745384,shopify,deny,manual,115.08,,true,true,,,,,8445913313182,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---alohas---S10118501.jpg?v=1771611448,1,"Beige suede double-buckle slide sandals, side view",false,Suede Buckle Slide Sandals by Alohas,Beige suede and leather slide sandals with double buckle straps. Made in Spain. Available in EU sizes 36 to 41.,,tan,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---alohas---S10118501_4_P.jpg?v=1771611448,lb,,78.68,true,,,true,,,true,,,active
sandals-3,,,,,,,,,Beige,,,37,,,,,ALOHAS-S10118501-BEIGE-37-8445913313199,699.983745384,shopify,deny,manual,115.08,,true,true,,,,,8445913313199,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---alohas---S10118501_1_P.jpg?v=1771611447,2,"Beige suede double-buckle slide sandals, angled pair view",,,,,,,,,,,,lb,,78.68,,,,,,,,,,
sandals-3,,,,,,,,,Beige,,,38,,,,,ALOHAS-S10118501-BEIGE-38-8445913313205,699.983745384,shopify,deny,manual,115.08,,true,true,,,,,8445913313205,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---alohas---S10118501_2_P.jpg?v=1771611448,3,"Beige suede slide sandal, side profile",,,,,,,,,,,,lb,,78.68,,,,,,,,,,
sandals-3,,,,,,,,,Beige,,,39,,,,,ALOHAS-S10118501-BEIGE-39-8445913313212,699.983745384,shopify,deny,manual,115.08,,true,true,,,,,8445913313212,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---alohas---S10118501_3_P.jpg?v=1771611447,4,"Beige suede slide sandals, rear angled view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---alohas---S10118501_1_P.jpg?v=1771611447,lb,,78.68,,,,,,,,,,
sandals-3,,,,,,,,,Beige,,,40,,,,,ALOHAS-S10118501-BEIGE-40-8445913313229,699.983745384,shopify,deny,manual,115.08,,true,true,,,,,8445913313229,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---alohas---S10118501_4_P.jpg?v=1771611448,5,"Beige suede slide sandals with black sole, outsole view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---alohas---S10118501.jpg?v=1771611448,lb,,78.68,,,,,,,,,,
sandals-3,,,,,,,,,Beige,,,41,,,,,ALOHAS-S10118501-BEIGE-41-8445913313236,699.983745384,shopify,deny,manual,115.08,,true,true,,,,,8445913313236,,,,,,,,,,,,,,,lb,,78.68,,,,,,,,,,
loafers-slippers-3,Suede Leather Loafers,"<p>These refined suede loafers bring effortless polish to everyday looks, finished with a softly pointed toe and a fringed vamp topped by a delicate bow. Crafted entirely in leather, they pair supple comfort with timeless Italian craftsmanship in a warm brown tone.</p>
<ul>
  <li>100% leather</li>
  <li>Suede finish</li>
  <li>Fringe and bow detail</li>
  <li>Pointed toe</li>
  <li>Low flat heel</li>
  <li>Made in Italy</li>
</ul>
<br>
<p>1215GRACECAMOSCIO TOFFEE</p>",Pomme d'or,Apparel & Accessories > Shoes > Flats,Loafers,"1215GRACECAMOSCIO TOFFEE, Convictional, Loafers & Slippers, monostate-vietti, Pomme D'Or, Shoes, Woman",false,Color,Brown,,Size,36,,,,,POMMED'OR-1215GRACECAMOSCIOTOFFEE-BROWN-36-8059558862266,699.983745384,shopify,deny,manual,174.93,,true,true,,,,,8059558862266,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---pomme_20d_or---1215GRACECAMOSCIO_20TOFFEE.jpg?v=1771611443,1,"Brown suede loafer with fringe and bow detail, side view",false,Pomme D'Or Brown Suede Loafers and Slippers,"Pomme D'Or women's brown leather loafers, made in Italy. Soft suede finish with fringe and bow detail for everyday wear.",,brown,,,,,,,lb,,119.60,true,,,true,,,true,,,active
loafers-slippers-3,,,,,,,,,Brown,,,37,,,,,POMMED'OR-1215GRACECAMOSCIOTOFFEE-BROWN-37-8059558862273,699.983745384,shopify,deny,manual,174.93,,true,true,,,,,8059558862273,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---pomme_20d_or---1215GRACECAMOSCIO_20TOFFEE_1_P.jpg?v=1771611443,2,Pair of brown suede loafers with fringe and bow detail,,,,,,,,,,,,lb,,119.60,,,,,,,,,,
loafers-slippers-3,,,,,,,,,Brown,,,37½,,,,,POMMED'OR-1215GRACECAMOSCIOTOFFEE-BROWN-37-5-8059558862280,699.983745384,shopify,deny,manual,174.93,,true,true,,,,,8059558862280,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---pomme_20d_or---1215GRACECAMOSCIO_20TOFFEE_2_P.jpg?v=1771611443,3,"Brown suede loafer with fringe and bow detail, side view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---pomme_20d_or---1215GRACECAMOSCIO_20TOFFEE_1_P.jpg?v=1771611443,lb,,119.60,,,,,,,,,,
loafers-slippers-3,,,,,,,,,Brown,,,38,,,,,POMMED'OR-1215GRACECAMOSCIOTOFFEE-BROWN-38-8059558862297,699.983745384,shopify,deny,manual,174.93,,true,true,,,,,8059558862297,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---pomme_20d_or---1215GRACECAMOSCIO_20TOFFEE_3_P.jpg?v=1771611444,4,Rear view of brown suede loafers with scalloped trim,,,,,,,,,,,,lb,,119.60,,,,,,,,,,
loafers-slippers-3,,,,,,,,,Brown,,,38½,,,,,POMMED'OR-1215GRACECAMOSCIOTOFFEE-BROWN-38-5-8059558862303,699.983745384,shopify,deny,manual,174.93,,true,true,,,,,8059558862303,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---pomme_20d_or---1215GRACECAMOSCIO_20TOFFEE_4_P.jpg?v=1771611443,5,Sole view of brown suede loafers,,,,,,,,,,,,lb,,119.60,,,,,,,,,,
loafers-slippers-3,,,,,,,,,Brown,,,39,,,,,POMMED'OR-1215GRACECAMOSCIOTOFFEE-BROWN-39-8059558862310,699.983745384,shopify,deny,manual,174.93,,true,true,,,,,8059558862310,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---pomme_20d_or---1215GRACECAMOSCIO_20TOFFEE_3_P.jpg?v=1771611444,lb,,119.60,,,,,,,,,,
loafers-slippers-3,,,,,,,,,Brown,,,40,,,,,POMMED'OR-1215GRACECAMOSCIOTOFFEE-BROWN-40-8059558862327,699.983745384,shopify,deny,manual,174.93,,true,true,,,,,8059558862327,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---pomme_20d_or---1215GRACECAMOSCIO_20TOFFEE_4_P.jpg?v=1771611443,lb,,119.60,,,,,,,,,,
loafers-slippers-3,,,,,,,,,Brown,,,41,,,,,POMMED'OR-1215GRACECAMOSCIOTOFFEE-BROWN-41-8059558862334,699.983745384,shopify,deny,manual,174.93,,true,true,,,,,8059558862334,,,,,,,,,,,,,,,lb,,119.60,,,,,,,,,,
loafers-slippers-2,Suede Slip-On Loafers,"<p>These beige suede loafers bring an understated elegance to everyday dressing, combining a refined slipper silhouette with a modern rubber sole for easy comfort. Crafted in Italy, they offer a clean, streamlined profile that pairs effortlessly with both tailored and casual looks.</p>
<ul>
  <li>100% suede upper</li>
  <li>100% rubber sole</li>
  <li>Slip-on style</li>
  <li>Beige colorway</li>
  <li>Made in Italy</li>
</ul>
<br>
EVA.S.451DAMALFI FONDOTINTA",Henderson baracco,Apparel & Accessories > Shoes > Flats,Loafers,"Convictional, EVA.S.451DAMALFI FONDOTINTA, Henderson Baracco, Loafers & Slippers, monostate-vietti, Shoes, Woman",false,Color,Beige,,Size,36,,,,,HENDERSONBARACCO-EVA.S.451DAMALFIFONDOTINTA-BEIGE-36-2102577530879,750.014983795,shopify,deny,manual,189.55,,true,true,,,,,2102577530879,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---EVAS451DAMALFI_20FONDOTINTA.jpg?v=1771611442,1,"Beige suede slip-on loafers, side view",false,Henderson Baracco Suede Slip-On Loafers in Beige,Henderson Baracco beige suede slip-on loafers with rubber sole. Made in Italy. Available in sizes 36 to 40.,,tan,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---EVAS451DAMALFI_20FONDOTINTA_4_P.jpg?v=1771611443,lb,,129.60,true,,,true,,,true,,,active
loafers-slippers-2,,,,,,,,,Beige,,,37,,,,,HENDERSONBARACCO-EVA.S.451DAMALFIFONDOTINTA-BEIGE-37-2011229387580,750.014983795,shopify,deny,manual,189.55,,true,true,,,,,2011229387580,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---EVAS451DAMALFI_20FONDOTINTA_1_P.jpg?v=1771611443,2,"Pair of beige suede slip-on loafers, angled view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---EVAS451DAMALFI_20FONDOTINTA.jpg?v=1771611442,lb,,129.60,,,,,,,,,,
loafers-slippers-2,,,,,,,,,Beige,,,38,,,,,HENDERSONBARACCO-EVA.S.451DAMALFIFONDOTINTA-BEIGE-38-2108160436412,750.014983795,shopify,deny,manual,189.55,,true,true,,,,,2108160436412,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---EVAS451DAMALFI_20FONDOTINTA_2_P.jpg?v=1771611442,3,"Beige suede slip-on loafer, side view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---EVAS451DAMALFI_20FONDOTINTA_1_P.jpg?v=1771611443,lb,,129.60,,,,,,,,,,
loafers-slippers-2,,,,,,,,,Beige,,,39,,,,,HENDERSONBARACCO-EVA.S.451DAMALFIFONDOTINTA-BEIGE-39-2001532990430,750.014983795,shopify,deny,manual,189.55,,true,true,,,,,2001532990430,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---EVAS451DAMALFI_20FONDOTINTA_3_P.jpg?v=1771611443,4,"Beige suede loafers, back and side view",,,,,,,,,,,,lb,,129.60,,,,,,,,,,
loafers-slippers-2,,,,,,,,,Beige,,,40,,,,,HENDERSONBARACCO-EVA.S.451DAMALFIFONDOTINTA-BEIGE-40-2017627060452,750.014983795,shopify,deny,manual,189.55,,true,true,,,,,2017627060452,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---EVAS451DAMALFI_20FONDOTINTA_4_P.jpg?v=1771611443,5,"Beige suede loafers with rubber sole, outsole view",,,,,,,,,,,,lb,,129.60,,,,,,,,,,
sneakers-slip-on-3,Elton Lamb Leather Sneakers,"<p>Refined and understated, these low top sneakers bring a polished finish to everyday dressing in rich brown lamb leather. A streamlined lace up profile and flexible rubber sole deliver comfort with a sleek, modern edge.</p>
<ul>
  <li>100% lamb leather upper</li>
  <li>100% rubber sole</li>
  <li>Brown colorway</li>
  <li>Low top, lace up</li>
  <li>Made in Italy</li>
</ul>
<br>
ELTON.K.0883VIT.ROVESCIATOMOKA",Henderson baracco,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Convictional, ELTON.K.0883VIT. ROVESCIATO MOKA, Henderson Baracco, Man, monostate-vietti, Shoes, Sneakers & Slip-On",false,Color,Brown,,Size,40,,,,,HENDERSONBARACCO-ELTON.K.0883VIT.ROVESCIATOMOKA-BROWN-40-2102916881174,900.017980554,shopify,deny,manual,237.64,,true,true,,,,,2102916881174,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA.jpg?v=1771611441,1,"Brown suede lace-up low-top sneaker, side view",false,Elton Lamb Leather Sneakers in Brown | Henderson Baracco,Henderson Baracco Elton sneakers in brown lamb leather with a low-top lace-up design and durable rubber sole. Made in Italy.,,brown,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA_3_P.jpg?v=1771611441,lb,,162.48,true,,,true,,,true,,,active
sneakers-slip-on-3,,,,,,,,,Brown,,,41,,,,,HENDERSONBARACCO-ELTON.K.0883VIT.ROVESCIATOMOKA-BROWN-41-2102433665257,900.017980554,shopify,deny,manual,237.64,,true,true,,,,,2102433665257,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA_1_P.jpg?v=1771611441,2,"Pair of brown suede low-top sneakers, three-quarter view",,,,,,,,,,,,lb,,162.48,,,,,,,,,,
sneakers-slip-on-3,,,,,,,,,Brown,,,42,,,,,HENDERSONBARACCO-ELTON.K.0883VIT.ROVESCIATOMOKA-BROWN-42-2116514245405,900.017980554,shopify,deny,manual,237.64,,true,true,,,,,2116514245405,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA_2_P.jpg?v=1771611441,3,"Brown suede lace-up low-top sneaker, side view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA_1_P.jpg?v=1771611441,lb,,162.48,,,,,,,,,,
sneakers-slip-on-3,,,,,,,,,Brown,,,43,,,,,HENDERSONBARACCO-ELTON.K.0883VIT.ROVESCIATOMOKA-BROWN-43-2007594040724,900.017980554,shopify,deny,manual,237.64,,true,true,,,,,2007594040724,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA_3_P.jpg?v=1771611441,4,Back view of brown suede low-top sneakers,,,,,,,,,,,,lb,,162.48,,,,,,,,,,
sneakers-slip-on-3,,,,,,,,,Brown,,,44,,,,,HENDERSONBARACCO-ELTON.K.0883VIT.ROVESCIATOMOKA-BROWN-44-2007435568332,900.017980554,shopify,deny,manual,237.64,,true,true,,,,,2007435568332,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA_4_P.jpg?v=1771611441,5,"Brown suede sneakers with gum rubber sole, outsole view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA.jpg?v=1771611441,lb,,162.48,,,,,,,,,,
sneakers-slip-on-3,,,,,,,,,Brown,,,45,,,,,HENDERSONBARACCO-ELTON.K.0883VIT.ROVESCIATOMOKA-BROWN-45-2000808122483,900.017980554,shopify,deny,manual,237.64,,true,true,,,,,2000808122483,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---ELTONK0883VIT_20ROVESCIATO_20MOKA_4_P.jpg?v=1771611441,lb,,162.48,,,,,,,,,,
sneakers-slip-on-2,Apollo Knit Suede Sneakers,"<p>Refined and versatile, these grey sneakers blend a lightweight knit upper with supple suede and leather accents for an elevated everyday look. Finished with a supportive cushioned sole and a grippy Vibram outsole, they deliver comfort and traction from city streets to weekend escapes.</p>
<ul>
<li>Knit fabric and suede</li>
<li>Leather details</li>
<li>Lace-up fastening</li>
<li>Vibram rubber outsole</li>
<li>Made in Italy</li>
</ul>
<br>
APOLLO.55254KNIT ANTRACITE",Henderson baracco,Apparel & Accessories > Shoes > Sneakers,Sneakers,"APOLLO.55254KNIT ANTRACITE, Convictional, Henderson Baracco, Man, monostate-vietti, Shoes, Sneakers & Slip-On",false,Color,Grey,,Size,40,,,,,HENDERSONBARACCO-APOLLO.55254KNITANTRACITE-GREY-40-2002181769422,900.017980554,shopify,deny,manual,243.30,,true,true,,,,,2002181769422,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE.jpg?v=1771611441,1,"Grey knit and suede low-top sneakers, side view",false,Henderson Baracco Apollo Knit Sneakers - Grey,"Henderson Baracco Apollo knit sneakers in grey with suede details, cushioned sole, and lug outsole. Made in Italy. Available in sizes 40-44.",,gray; white; brown,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE_4_P.jpg?v=1771611441,lb,,166.36,true,,,true,,,true,,,active
sneakers-slip-on-2,,,,,,,,,Grey,,,41,,,,,HENDERSONBARACCO-APOLLO.55254KNITANTRACITE-GREY-41-2005434450047,900.017980554,shopify,deny,manual,243.30,,true,true,,,,,2005434450047,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE_1_P.jpg?v=1771611441,2,"Pair of grey knit and suede sneakers, front angle view",,,,,,,,,,,,lb,,166.36,,,,,,,,,,
sneakers-slip-on-2,,,,,,,,,Grey,,,42,,,,,HENDERSONBARACCO-APOLLO.55254KNITANTRACITE-GREY-42-2117014303213,900.017980554,shopify,deny,manual,243.30,,true,true,,,,,2117014303213,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE_2_P.jpg?v=1771611441,3,"Grey knit and suede sneakers, side view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE_2_P.jpg?v=1771611441,lb,,166.36,,,,,,,,,,
sneakers-slip-on-2,,,,,,,,,Grey,,,43,,,,,HENDERSONBARACCO-APOLLO.55254KNITANTRACITE-GREY-43-2014063014247,900.017980554,shopify,deny,manual,243.30,,true,true,,,,,2014063014247,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE_3_P.jpg?v=1771611441,4,"Grey knit and suede sneakers, rear angle view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE_1_P.jpg?v=1771611441,lb,,166.36,,,,,,,,,,
sneakers-slip-on-2,,,,,,,,,Grey,,,44,,,,,HENDERSONBARACCO-APOLLO.55254KNITANTRACITE-GREY-44-2015292714229,900.017980554,shopify,deny,manual,243.30,,true,true,,,,,2015292714229,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE_4_P.jpg?v=1771611441,5,Brown lug sole and heel view of grey sneakers,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---henderson_20baracco---APOLLO55254KNIT_20ANTRACITE_3_P.jpg?v=1771611441,lb,,166.36,,,,,,,,,,
trousers-4,Sero Cotton Trousers,"",Monostate,,"","Clothing, Convictional, LouLou De Saison, monostate-vietti, SERO LDSWHITE, Trousers, Woman",false,Color,White,,Size,36,,,,,LOULOUDESAISON-SEROLDSWHITE-WHITE-36-3667433028772,399.977751866,shopify,deny,manual,121.98,,true,true,,,,,3667433028772,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---loulou_20de_20saison---SERO_20LDSWHITE.jpg?v=1771611441,1,"White cotton trousers with drawstring waist, front view",false,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---loulou_20de_20saison---SERO_20LDSWHITE_3_P.jpg?v=1771611441,lb,,83.40,true,,,true,,,true,,,active
trousers-4,,,,,,,,,White,,,38,,,,,LOULOUDESAISON-SEROLDSWHITE-WHITE-38-3667433028765,399.977751866,shopify,deny,manual,121.98,,true,true,,,,,3667433028765,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---loulou_20de_20saison---SERO_20LDSWHITE_1_P.jpg?v=1771611441,2,"White cotton trousers with elastic waist, back view",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---loulou_20de_20saison---SERO_20LDSWHITE_1_P.jpg?v=1771611441,lb,,83.40,,,,,,,,,,
trousers-4,,,,,,,,,White,,,40,,,,,LOULOUDESAISON-SEROLDSWHITE-WHITE-40-3667433028758,399.977751866,shopify,deny,manual,121.98,,true,true,,,,,3667433028758,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---loulou_20de_20saison---SERO_20LDSWHITE_2_P.jpg?v=1771611441,3,Close-up of white trousers elastic waistband and drawstring,,,,,,,,,,,,lb,,83.40,,,,,,,,,,
trousers-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---loulou_20de_20saison---SERO_20LDSWHITE_3_P.jpg?v=1771611441,4,Close-up of white trousers back patch pocket detail,,,,,,,,,,,,,,,,,,,,,,,,
bisous-65-mm-mule-1,Bisous Leather Mule Sandals,"<p>Refined and modern, this 65 mm heeled mule is crafted in supple leather with a sleek, slip-on silhouette. The vibrant green finish and open-toe design deliver an effortless statement for day-to-night dressing.</p>
<ul>
  <li>Leather upper</li>
  <li>Leather lining</li>
  <li>Leather sole</li>
  <li>Slip-on mule</li>
  <li>Open toe</li>
  <li>65 mm heel</li>
  <li>Made in Italy</li>
</ul>
<br>
BISMIDM1NAPPLR",Aquazzura,Apparel & Accessories > Shoes > Sandals,Mules,"Aquazzura, BISMIDM1NAPPLR, Convictional, Heeled shoes, monostate-vietti, Shoes, Woman",false,Color,Green,,Size,36,,,,,AQUAZZURA-BISMIDM1NAPPLR-GREEN-36-8056660781041,699.983745384,shopify,deny,manual,426.57,,true,true,,,,,8056660781041,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR.jpg?v=1771611440,1,"Green leather heeled mule sandal, side view",false,Aquazzura Bisous 65mm Green Leather Mule Sandals,Aquazzura Bisous mule sandals in green leather with a 65mm heel and open toe. Made in Italy for an elevated day-to-night look.,,green,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR.jpg?v=1771611440,lb,,291.67,true,,,true,,,true,,,active
bisous-65-mm-mule-1,,,,,,,,,Green,,,37,,,,,AQUAZZURA-BISMIDM1NAPPLR-GREEN-37-8056660781065,699.983745384,shopify,deny,manual,426.57,,true,true,,,,,8056660781065,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR_1_P.jpg?v=1771611440,2,Pair of green leather open-toe mule heels,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR_3_P.jpg?v=1771611440,lb,,291.67,,,,,,,,,,
bisous-65-mm-mule-1,,,,,,,,,Green,,,37½,,,,,AQUAZZURA-BISMIDM1NAPPLR-GREEN-37-5-8056660781072,699.983745384,shopify,deny,manual,426.57,,true,true,,,,,8056660781072,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR_2_P.jpg?v=1771611440,3,"Green leather mule heel, side profile",,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR_4_P.jpg?v=1771611440,lb,,291.67,,,,,,,,,,
bisous-65-mm-mule-1,,,,,,,,,Green,,,38,,,,,AQUAZZURA-BISMIDM1NAPPLR-GREEN-38-8056660781089,699.983745384,shopify,deny,manual,426.57,,true,true,,,,,8056660781089,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR_3_P.jpg?v=1771611440,4,Back view of green leather mule heels,,,,,,,,,,,,lb,,291.67,,,,,,,,,,
bisous-65-mm-mule-1,,,,,,,,,Green,,,38½,,,,,AQUAZZURA-BISMIDM1NAPPLR-GREEN-38-5-8056660781096,699.983745384,shopify,deny,manual,426.57,,true,true,,,,,8056660781096,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR_4_P.jpg?v=1771611440,5,Sole view of green leather mule heels with pineapple detail,,,,,,,,,,,,lb,,291.67,,,,,,,,,,
bisous-65-mm-mule-1,,,,,,,,,Green,,,39,,,,,AQUAZZURA-BISMIDM1NAPPLR-GREEN-39-8056660781102,699.983745384,shopify,deny,manual,426.57,,true,true,,,,,8056660781102,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/S26---aquazzura---BISMIDM1NAPPLR_2_P.jpg?v=1771611440,lb,,291.67,,,,,,,,,,
bisous-65-mm-mule-1,,,,,,,,,Green,,,40,,,,,AQUAZZURA-BISMIDM1NAPPLR-GREEN-40-8056660781126,699.983745384,shopify,deny,manual,426.57,,true,true,,,,,8056660781126,,,,,,,,,,,,,,,lb,,291.67,,,,,,,,,,
